Termino_Ingles,Transcripcion_IPA
imputation,ˌɪmpjəˈteɪʃən
bogan,ˈboʊgən
flush,fləʃ
tripple,ˈtrɪpəl
admonishment,ædˈmɑnɪʃmɛnt
podesta,poʊˈdɛstə
tersely,ˈtərsli
repress,riˈprɛs
lovable,ˈləvəbəl
consequently,ˈkɑnsəkˌwɛntli
ata,ˈɑtə
goal,goʊl
phrase,freɪz
quiche,kiʃ
strontium,ˈstrɑntiəm
deservedly,dɪˈzərvədli
venice,ˈvɛnɪs
rondeau,rɑnˈdoʊ
murph,mərf
factionalism,ˈfækʃənəˌlɪzəm
posttraumatic,ˌpoʊstrɔˈmætɪk
rectitude,ˈrɛktɪˌtud
predecessor,ˈprɛdəˌsɛsər
hearth,hɑrθ
carrara,ˌkɑˈrɑrə
dengue,dɛng
unmarked,ənˈmɑrkt
bran,bræn
astigmatism,əˈstɪgməˌtɪzəm
insipid,ˌɪnˈsɪpəd
pure,pjʊr
caste,kæst
mario,ˈmɑrioʊ
swim,swɪm
house,haʊs
gabriella,ˌgɑbriˈɛˌlɑ
unappreciated,ˌənəˈpriʃiˌeɪtɪd
paddled,ˈpædəld
home,hoʊm
marvelous,ˈmɑrvələs
subscribe,səbˈskraɪb
outgun,ˈaʊtˌgən
rivet,ˈrɪvət
replacement,rɪˈpleɪsmənt
defensible,dɪˈfɛnsəbəl
flaunting,ˈflɔntɪŋ
hornbook,ˈhɔrnˌbʊk
irretrievably,ˌɪrəˈtrivəbli
mabel,ˈmeɪbəl
granulation,ˌgrænjəˈleɪʃən
similar,ˈsɪmələr
cowling,ˈkaʊlɪŋ
recovery,rɪˈkəvəri
spastic,ˈspæstɪk
mediocre,ˌmidiˈoʊkər
lawsuit,ˈlɔˌsut
trembly,ˈtrɛmbli
output,ˈaʊtˌpʊt
testa,ˈtɛstə
complication,ˌkɑmpləˈkeɪʃən
persecution,ˌpərsəˈkjuʃən
hetman,ˈhɛtmən
arkansas,ˈɑrkənˌsɑ
yardage,ˈjɑrdɪʤ
outmode,ˌaʊtˈmoʊd
vatter,ˈvætər
gleaming,ˈglimɪŋ
artemas,ˈɑrtɪməz
empanel,ɪmˈpænəl
clouded,ˈklaʊdɪd
pierette,pɪˈrɛt
snout,snaʊt
scoop,skup
context,ˈkɑntɛkst
squeegee,skˈwiʤi
dogwood,ˈdɔgˌwʊd
sinking,ˈsɪŋkɪŋ
kilogram,ˈkɪləˌgræm
mckay,məˈkeɪ
bemoan,bɪˈmoʊn
beamer,ˈbimər
surfer,ˈsərfər
landau,ˈlænˌdaʊ
leith,liθ
oversold,ˈoʊvərˈsoʊld
rename,riˈneɪm
di,di
celled,sɛld
carmelite,ˈkɑrməˌlaɪt
gracious,ˈgreɪʃəs
celsius,ˈsɛlsiəs
fascinated,ˈfæsəˌneɪtɪd
severe,səˈvɪr
virgin,ˈvərʤɪn
cypress,ˈsaɪprɪs
starchy,ˈstɑrʧi
euclea,ˈjukliə
hypodermic,ˌhaɪpəˈdərmɪk
shale,ʃeɪl
inventive,ˌɪnˈvɛntɪv
concern,kənˈsərn
trachea,ˈtreɪkiə
deforestation,dɪˌfɔrɪˈsteɪʃən
invert,ˌɪnˈvərt
hookup,ˈhʊˌkəp
poacher,ˈpoʊʧər
travelled,ˈtrævəld
irene,aɪˈrin
unison,ˈjunɪsən
interest,ˈɪntəˌrɛst
castellano,kɑstɛˈlɑnoʊ
repudiation,rɪˌpjudiˈeɪʃən
nod,nɑd
shearing,ˈʃɪrɪŋ
wonderfully,ˈwəndərfəli
detailed,dɪˈteɪld
entwine,ɛntˈwaɪn
lineman,ˈlaɪnmən
symbolically,sɪmˈbɑlɪkəli
carney,ˈkɑrni
circuit,ˈsərkət
virulently,ˈvɪrələntli
ca,ˈsiˈeɪ
brutality,bruˈtælɪti
runny,ˈrəni
streng,strɛŋ
overfill,ˈoʊvərˌfɪl
doby,ˈdoʊbi
herman,ˈhərmən
vowel,vaʊəl
formalize,ˈfɔrməˌlaɪz
nervousness,ˈnərvəsnəs
befit,bɪˈfɪt
oarsman,ˈɔrzmən
guilt,gɪlt
stumpage,ˈstəmpɪʤ
picture,ˈpɪkʧər
fumigate,fˈjuməˌgeɪt
jeans,ʤinz
denizen,ˈdɛnəzən
icing,ˈaɪsɪŋ
decontrol,ˌdikənˈtroʊl
sock,sɑk
luckless,ˈləkləs
quintessentially,kˌwɪntəˈsɛnʃəli
cyclical,ˈsɪklɪkəl
brought,brɔt
deftly,ˈdɛftli
carrying,ˈkɛriɪŋ
oriental,ˌɔriˈɛnəl
lewd,lud
recalculate,riˈkælkjəˌleɪt
cathy,ˈkæθi
directory,dɪˈrɛktəri
perplexity,pərˈplɛksəti
aircrew,ˈɛrˌkru
produce,ˈproʊdus
glucose,ˈgluˌkoʊs
van,væn
cherubic,ʧərˈubɪk
pithy,ˈpɪθi
interchange,ˌɪnərˈʧeɪnʤ
sludge,sləʤ
hawkish,ˈhɔkɪʃ
adrienne,ɑdriˈɛn
extol,ɪkˈstoʊl
blessedness,ˈblɛsədnəs
nicol,ˈnɪkɔl
cyclops,ˈsaɪˌklɔps
newness,ˈnunəs
sevenfold,ˈsɛvənˌfoʊld
thorium,ˈθɑriəm
wrath,ræθ
katha,ˈkæθə
pad,pæd
lawbreaking,ˈlɔˌbreɪkɪŋ
tamara,təˈmɑrə
maam,məm
reprehensible,ˌrɛprɪˈhɛnsəbəl
discoverer,dɪˈskəvərər
chill,ʧɪl
engram,ˈɛnˌgræm
legal,ˈligəl
colorization,ˌkələrəˈzeɪʃən
jugular,ˈʤugjələr
symbolize,ˈsɪmbəˌlaɪz
ojibwa,oʊˈʤɪbwə
briskly,ˈbrɪskli
shoppe,ʃɑp
nonintervention,ˌnɑˌnɪntərˈvɛnʃən
mixture,ˈmɪksʧər
tatar,ˌtɑˈtɑr
induction,ˌɪnˈdəkʃən
structurally,ˈstrəkʧərəli
candlelight,ˈkændəˌllaɪt
flamingo,fləˈmɪŋgoʊ
goff,gɔf
dipping,ˈdɪpɪŋ
moniker,ˈmɑnɪkər
disburse,dɪsˈbərs
intertidal,ˌɪntərˈtaɪdəl
thinking,ˈθɪŋkɪŋ
geriatrics,ˌʤɛriˈætrɪks
spite,spaɪt
armadillo,ˌɑrməˈdɪloʊ
marvin,ˈmɑrvɪn
concentric,kənˈsɛntrɪk
opportunistic,ˌɑpərˌtuˈnɪstɪk
miscalculation,mɪˈskælkjəˈleɪʃən
sauternes,soʊˈtərnz
rooted,ˈrutɪd
consummate,ˈkɑnsəˌmeɪt
eyelash,ˈaɪˌlæʃ
cherub,ˈʧɛrəb
photo,ˈfoʊˌtoʊ
nuke,nuk
alteration,ˌɔltərˈeɪʃən
journalist,ˈʤərnəlɪst
squishy,skˈwɪʃi
unadulterated,ˌənəˈdəltərˌeɪtɪd
viatical,ˌvaɪˈætɪkəl
putty,ˈpəti
aloofness,əˈlufnəs
rancorous,ˈræŋkərəs
johann,ˈjoʊhɑn
dismissive,dɪsˈmɪsɪv
bootstrap,ˈbutˌstræp
ideology,ˌaɪdiˈɑləʤi
abdicate,ˈæbdəˌkeɪt
inspectorate,ˌɪnˈspɛktərət
secession,sɪˈsɛʃən
decaffeinate,diˈkæfəˌneɪt
fatima,ˈfæθɪmə
kobus,ˈkoʊbəs
amman,ˈæmən
shook,ʃʊk
handbag,ˈhændˌbæg
buckwheat,ˈbəkˌwit
seymour,ˈsimɔr
cognitive,ˈkɑgnɪtɪv
amazingly,əˈmeɪzɪŋli
goldwater,ˈgoʊldˌwɔtər
waning,ˈweɪnɪŋ
burnable,ˈbərnəbəl
australian,ɔˈstreɪljən
mar,mɑr
shyster,ˈʃaɪstər
seditious,sɪˈdɪʃəs
scrimp,skrɪmp
intermittently,ˌɪntərˈmɪtəntli
con,kɑn
cobblestone,ˈkɑbəlˌstoʊn
fired,faɪərd
who,hu
dedo,ˈdeɪdoʊ
informer,ˌɪnˈfɔrmər
fireplace,ˈfaɪərˌpleɪs
unethically,əˈnɛθɪkli
inconstancy,ˌɪnˈkɑnstənsi
ingram,ˈɪŋgrəm
procrastinate,prəˈkræstəˌneɪt
amok,əˈmək
service,ˈsərvɪs
catalytic,ˌkætəˈlɪtɪk
effluent,ˈɛfluənt
bailiwick,ˈbeɪlɪˌwɪk
palette,ˈpælət
cortes,ˌkɔrˈtɛz
coneflower,ˈkoʊnˌflaʊər
parabola,pərˈæbələ
pimple,ˈpɪmpəl
borderline,ˈbɔrdərˌlaɪn
courser,ˈkɔrsər
hegemony,hiˈʤɛməni
clock,klɑk
misogynist,ˈmɪzəʤɪnɪst
pisces,ˈpaɪsiz
redraft,riˈdræft
kohen,koʊən
texas,ˈtɛksəs
cotty,ˈkɑti
coach,koʊʧ
beloved,bɪˈləvəd
dispenser,dɪˈspɛnsər
mistic,ˈmɪstɪk
rumple,ˈrəmpəl
wavy,ˈweɪvi
excessively,ɪkˈsɛsɪvli
devilishly,ˈdɛvəlɪʃli
vindicate,ˈvɪndəkeɪt
spectrometry,spɛkˈtrɑmətri
dither,ˈdɪðər
detrimental,ˌdɛtrəˈmɛnəl
allen,ˈælən
affectionately,əˈfɛkʃənətli
packman,ˈpækmən
dactyl,ˈdæktɪl
subcontracted,səbˈkɑntræktɪd
mestizo,mɛˈstizoʊ
pensioner,ˈpɛnʃənər
grotto,ˈgrɑˌtoʊ
pott,pɑt
fertility,fərˈtɪlɪti
taxing,ˈtæksɪŋ
wilbur,ˈwɪlbər
unusually,ənˈjuˌʒuəli
vocabulary,voʊˈkæbjəˌlɛri
veta,ˈvɛtə
sinkfield,ˈsɪŋkˌfild
inoffensive,ˌɪnəˈfɛnsɪv
orchid,ˈɔrkəd
whiner,ˈwaɪnər
overspend,ˈoʊvərˌspɛnd
analytical,ˌænəˈlɪtɪkəl
discoverable,dɪˈskəvərəbəl
prescience,ˈpriʃiəns
overestimate,ˌoʊvərˈɛstəˌmeɪt
caster,ˈkæstər
hu,hu
ply,plaɪ
castor,ˈkæstər
slating,sˈleɪtɪŋ
literacy,ˈlɪtərəsi
labella,ləˈbɛlə
unnaturally,əˈnæʧərli
girdler,ˈgərdələr
forty,ˈfɔrti
reversion,rɪˈvərʒən
continent,ˈkɑntənənt
overcoat,ˈoʊvərˌkoʊt
sparger,ˈspɑrʤər
doria,ˈdɔriə
fuming,fˈjumɪŋ
susceptible,səˈsɛptəbəl
boller,ˈbɑlər
linking,ˈlɪŋkɪŋ
abstention,əbˈstɛnʧən
lane,leɪn
unbend,ˌənˈbɛnd
unlocking,ənˈlɑkɪŋ
cranny,ˈkræni
saleswoman,ˈseɪlzˌwʊmən
murky,ˈmərki
britten,ˈbrɪtən
braver,ˈbreɪvər
foggy,ˈfɑgi
onrushing,ˈɑnˌrəʃɪŋ
outsider,aʊtˈsaɪdər
gruff,grəf
sextuplet,ˌsɛkˈstəplɛt
defeatism,dɪˈfitɪzəm
zounds,zaʊndz
bout,baʊt
fourteenth,ˌfɔrˈtinθ
ament,ˈæmɪnt
westland,ˈwɛstlənd
plurality,plərˈælɪti
telegram,ˈtɛləˌgræm
yugoslav,ˈjugoʊsˌlɑv
guttural,ˈgətərəl
hazle,ˈheɪzəl
glued,glud
twain,tweɪn
prowess,praʊəs
mohawk,ˈmoʊˌhɔk
aryan,ˈɑriən
unreceptive,ənrɪˈsɛptɪv
tolly,ˈtoʊli
disavow,ˌdɪsəˈvaʊ
pump,pəmp
peril,ˈpɛrəl
magistrate,ˈmæʤɪˌstreɪt
creep,krip
dogfish,ˈdɔgˌfɪʃ
shroud,ʃraʊd
gingery,ˈʤɪnʤəri
vivisepulture,ˈvɪviˈsɛpəlʧər
squabble,skˈwɑbəl
handler,ˈhændələr
evildoer,ˈivəlˌduər
carbonize,ˈkɑrbəˌnaɪz
snaps,snæps
unicellular,ˌjunɪˈsɛljələr
careerist,kərˈɪrɪst
underside,ˈəndərˌsaɪd
carry,ˈkɛri
receptive,rɪˈsɛptɪv
mazda,ˈmɑzdə
forcefully,ˈfɔrsfəli
unattended,ənəˈtɛndɪd
midstream,ˈmɪdˌstrim
lift,lɪft
discursive,dɪˈskərsɪv
blaze,bleɪz
incorporate,ˌɪnˈkɔrpərˌeɪt
abrogate,ˈæbrəˌgeɪt
to,tɪ
phosphate,ˈfɑsfeɪt
valedictory,ˌvæləˈdɪktəri
presumptuous,prɪˈzəmpʧəwəs
amphetamine,æmˈfɛtəˌmin
insanity,ˌɪnˈsænɪti
parish,ˈpɛrɪʃ
mournful,ˈmɔrnfəl
inhalant,ˌɪnˈheɪlənt
dempster,ˈdɛmpstər
deseret,ˌdɛzərˈeɪ
yapp,jæp
drape,dreɪp
submarine,ˌsəbmərˈin
deface,dɪˈfeɪs
snagger,sˈnægər
prototypical,ˌproʊtoʊˈtɪpɪkəl
liturgy,ˈlɪtərʤi
uncritical,ənˈkrɪtɪkəl
surmounted,sərˈmaʊntɪd
casually,ˈkæʒəwəli
wuss,wəs
geminate,ˈʤɛməˌneɪt
caboodle,kəˈbudəl
underbrush,ˈəndərˌbrəʃ
hunter,ˈhəntər
lop,lɑp
printed,ˈprɪnɪd
armory,ˈɑrməri
polyethylene,ˌpɑˌliˈɛθəˌlin
coincidentally,koʊˌɪnsɪˈdɛntəli
rory,ˈrɔri
burian,ˈbjʊriən
triceratops,ˌtraɪˈsɛrəˌtɔps
sacrilege,ˈsækrələʤ
nam,næm
improve,ˌɪmˈpruv
harshly,ˈhɑrʃli
nazism,ˈnæzɪzəm
cottier,ˈkɑtiər
trumpeter,ˈtrəmpətər
submissive,səbˈmɪsɪv
imply,ˌɪmˈplaɪ
incantation,ˌɪnˈkænˈteɪʃən
diary,ˈdaɪəri
wind,wɪnd
amplification,ˌæmpləfəˈkeɪʃən
unreliable,ˌənrɪˈlaɪəbəl
milicent,ˈmɪlɪsɪnt
ardelia,ɑrˈdɛliə
daydream,ˈdeɪˌdrim
iranian,ˌɪˈrɑniən
cleaver,ˈklivər
syllabus,ˈsɪləbəs
purity,ˈpjʊrɪti
mischaracterize,mɪˈskærəktərˌaɪz
disappearing,ˌdɪsəˈpɪrɪŋ
observation,ˌɑbzərˈveɪʃən
rayon,reɪən
yen,jɛn
equation,ɪkˈweɪʒən
windmill,ˈwɪndˌmɪl
swooned,swund
unwitting,ənˈwɪtɪŋ
valencia,vəˈlɛnsiə
stepping,ˈstɛpɪŋ
edmond,ˈɛdmənd
absorbent,əbˈzɔrbənt
insinuate,ˌɪnˈsɪnjueɪt
tyrant,ˈtaɪrənt
shaul,ʃɔl
atavism,ˈætəvɪzəm
snuffer,sˈnəfər
synergism,ˈsɪnərˌʤɪzəm
forcibly,ˈfɔrsəbli
imagines,ˌɪˈmæʤənz
world,wərld
remnant,ˈrɛmnənt
proton,ˈproʊˌtɑn
deduce,dɪˈdus
satin,ˈsætən
concluding,kənˈkludɪŋ
tamil,ˈtæmɪl
aides,eɪdz
pigeonhole,ˈpɪʤənˌhoʊl
rehear,riˈhir
purifier,ˈpjʊrəˌfaɪər
megalomania,ˌmɛgəloʊˈmeɪniə
lettice,ˈlɛtɪs
hessian,ˈhɛʃən
landholding,ˈlænˌdhoʊldɪŋ
activist,ˈæktɪvɪst
acapulco,ˌækəˈpʊlkoʊ
homogeneous,ˌhoʊməˈʤiniəs
hillsman,ˈhɪlsmən
getting,ˈgɪtɪŋ
remus,ˈriməs
wealth,wɛlθ
great,greɪt
cusp,kəsp
dissolving,dɪˈzɔlvɪŋ
attract,əˈtrækt
clipping,ˈklɪpɪŋ
invulnerability,ˌɪnˌvəlnərəˈbɪlɪti
pedestrian,pəˈdɛstriən
rightist,ˈraɪtɪst
mullah,ˈmələ
cranked,kræŋkt
pembroke,ˈpɛmˌbroʊk
record,ˈrɛkərd
pursley,ˈpərsli
ridiculously,rəˈdɪkjələsli
necessary,ˈnɛsəˌsɛri
contravention,ˌkɑntrəˈvɛnʧən
formant,ˈfɔrmənt
stet,stɛt
reprieve,riˈpriv
bundy,ˈbəndi
claribel,ˈklɛrəˌbɛl
nubian,nˈjubiən
maraschino,ˌmærəˈskinoʊ
creolize,ˈkriˌoʊˌlaɪz
archaic,ɑrˈkeɪɪk
unconstitutionally,ˌənˌkɑnstəˈtuʃənəli
lees,liz
poinsettia,ˌpɔɪnˈsɛˌtiə
armchair,ˈɑrmˌʧɛr
riff,rɪf
rusher,ˈrəʃər
starvation,stɑrˈveɪʃən
vast,væst
insignificant,ˌɪnsɪgnˈjɪfɪkənt
freshness,ˈfrɛʃnəs
scilla,ˈsɪlə
intestinal,ˌɪnˈtɛstɪnəl
disguising,dɪsˈgaɪzɪŋ
aho,ˈɑhoʊ
ruckus,ˈrəkəs
scooter,ˈskutər
autobiographical,ˌɔtəˌbaɪəˈgræfɪkəl
routine,ruˈtin
reinvigorate,ˌriɪnˈvɪgərˌeɪt
brickbat,ˈbrɪkˌbæt
censure,ˈsɛnʃər
sera,ˈsɪrə
tending,ˈtɛndɪŋ
incline,ˌɪnˈklaɪn
maw,mɔ
substantial,səbˈstænʃəl
nostalgia,nɔˈstælʤə
addict,ˈæˌdɪkt
humid,ˈjumɪd
pitiful,ˈpɪtəfəl
breaker,ˈbreɪkər
substantively,ˈsəbstəntɪvli
forbid,fərˈbɪd
rouser,ˈraʊzər
percussion,pərˈkəʃən
duhr,dər
sisley,ˈsɪzli
instrumental,ˌɪnstrəˈmɛnəl
preserve,prɪˈzərv
polyamide,ˌpɑˌliˈæˌmaɪd
solace,ˈsɑləs
maliciously,məˈlɪʃɪsli
tweed,twid
pigmy,ˈpɪgmi
smudged,sməʤd
perplexing,pərˈplɛksɪŋ
brownie,ˈbraʊni
arduous,ˈɑrʤuəs
tate,teɪt
hoodlum,ˈhʊdləm
sundown,ˈsənˌdaʊn
protector,prəˈtɛktər
junta,ˈhʊntə
overview,ˈoʊvərvˌju
livor,lɪˈvɔr
warmer,ˈwɔrmər
booted,ˈbutɪd
haphazard,hæˈphæzərd
extant,ˈɛkstənt
champagne,ʃæmˈpeɪn
lysistrata,ˌlaɪsɪˈstrɑtə
solicited,səˈlɪsɪtɪd
dash,dæʃ
exercisable,ˈɛksərˌsaɪzəbəl
times,taɪmz
unshaven,ənˈʃeɪvən
isentropic,ˌaɪzənˈtrɑpək
bellis,ˈbɛlɪs
dome,doʊm
bunda,ˈbəndə
conservationist,ˌkɑnsərˈveɪʃənɪst
sliding,sˈlaɪdɪŋ
craner,ˈkreɪnər
plausible,ˈplɔzəbəl
announce,əˈnaʊns
lasher,ˈlæʃər
dimension,dɪˈmɛnʃən
obscene,əbˈsin
judgment,ˈʤəʤmənt
canoeist,kəˈnuəst
disordered,dɪˈsɔrdərd
rumbling,ˈrəmbəlɪŋ
gamecock,ˈgeɪmˌkɔk
provisionally,prəˈvɪʒənəli
theirselves,ˌðɛrˈsɛlvz
lunger,ˈləŋər
wan,wɑn
shover,ˈʃəvər
lithography,ləˈθɑgrəfi
bullishly,ˈbʊlɪʃli
generalized,ˈʤɛnərəˌlaɪzd
inflexibly,ˌɪnˈflɛksəbli
chaplain,ˈʧæplən
kingly,ˈkɪŋli
arkose,ɑrˈkoʊs
junking,ˈʤəŋkɪŋ
useful,ˈjusfəl
weapon,ˈwɛpən
petard,ˈpɛtərd
flagpole,ˈflægˌpoʊl
consequential,ˌkɑnsəkˈwɛnʃəl
diamond,ˈdaɪmənd
adonia,ɑˈdoʊniə
triumvirate,traɪˈəmvərət
emotive,ˈiˌmoʊtɪv
cycling,ˈsaɪkəlɪŋ
sue,su
initially,ˌɪˈnɪʃəli
visigoth,ˈvɪzəgɑθ
dreamy,ˈdrimi
pryer,praɪər
version,ˈvərʒən
fielded,ˈfildɪd
physiologist,ˌfɪziˈɑləʤɪst
invest,ˌɪnˈvɛst
detached,dɪˈtæʧt
furor,fˈjʊrɔr
ransom,ˈrænsəm
heady,ˈhɛdi
negus,ˈnigəs
materially,məˈtɪriəli
unhelpful,ənˈhɛlpfəl
into,ˈɪntu
sedentary,ˈsɛdənˌtɛri
enabler,ɪˈneɪbələr
flathead,ˈflæˌthɛd
institutionalist,ˌɪnstɪˈtuʃənəlɪst
ginny,ˈʤɪni
deadliness,ˈdɛdlinəs
medoc,ˌmɛˈdɔk
scented,ˈsɛntɪd
halting,ˈhɔltɪŋ
reacquire,riəkˈwaɪr
burly,ˈbərli
scarring,ˈskɑrɪŋ
jaywalk,ˈʤeɪˌwɔk
foregoing,fɔrˈgoʊɪŋ
unpaid,ənˈpeɪd
athletics,æθˈlɛtɪks
airless,ˈɛrləs
woodcock,ˈwʊdˌkɑk
acumen,əˈkjumən
elberta,ɛlˈbɛrtə
perishable,ˈpɛrɪʃəbəl
infatuation,ˌɪnˌfæʧuˈeɪʃən
rawhide,ˈrɔˌhaɪd
yellow,ˈjɛloʊ
romney,ˈrɑmni
joon,ʤun
glittering,ˈglɪtərɪŋ
fluorometer,ˌflʊˈrɑmətər
enraged,ɪnˈreɪʤd
lemming,ˈlɛmɪŋ
topographic,ˌtɑpəˈgræfɪk
bias,baɪəs
polemics,poʊˈlɛmɪks
heartbroken,ˈhɑrtˌbroʊkən
oxidizing,ˈɑksəˌdaɪzɪŋ
cowboy,ˈkaʊˌbɔɪ
matchmaker,ˈmæʧˌmeɪkər
shankar,ˈʃæŋkɑr
cuddly,ˈkədli
competitively,kəmˈpɛtɪtɪvli
schoolhouse,ˈskuˌlhaʊs
deceive,dɪˈsiv
kettle,ˈkɛtəl
parcher,ˈpɑrʧər
conspirator,kənˈspɪrətər
stifler,ˈstaɪflər
precaution,priˈkɔʃən
lacerate,ˈlæsərˌeɪt
parliamentarianism,ˌpɑrləmɛnˈtɛriəˌnɪzəm
aga,ˈɑgə
extra,ˈɛkstrə
vilify,ˈvɪlɪˌfaɪ
nicolette,ˌnɪkəˈlɛt
stiver,ˈstaɪvər
movement,ˈmuvmənt
cryptic,ˈkrɪptɪk
professional,prəˈfɛʃənəl
sop,sɑp
gonococcal,ˌgɑnəˈkɑkəl
rising,ˈraɪzɪŋ
naturalistic,ˌnæʧərəˈlɪstɪk
subconsciously,səbˈkɑnʃəsli
environmentally,ɪnˌvaɪrənˈmɛnəli
etta,ˈɛtə
legible,ˈlɛʤəbəl
coronet,ˈkɔrəˈnɛt
howitzer,ˈhaʊətsər
economical,ˌɛkəˈnɑmɪkəl
sacramental,ˈsækrəməntəl
bronze,brɑnz
scuttle,ˈskətəl
ourselves,ɑrˈsɛlvz
diagnosis,ˌdaɪəgˈnoʊsəs
craw,krɔ
bara,ˈbɑrə
saguaro,səgˈwɔroʊ
vernonia,vərˈnoʊniə
tumor,ˈtumər
joni,ˈʤoʊni
thyme,θaɪm
seismological,ˌsaɪzməˈlɔʤəkəl
cling,klɪŋ
slowly,sˈloʊli
disputable,dɪˈspjutəbəl
smoke,smoʊk
sash,sæʃ
calculated,ˈkælkjəˌleɪtɪd
blended,ˈblɛndɪd
pythagorean,ˌpɪθəˈgɔriən
sawyer,ˈsɔjər
temporally,ˈtɛmpərəli
placoid,ˈplækɔɪd
crises,ˈkraɪsiz
colorful,ˈkələrfəl
barren,ˈbɛrən
rotisserie,ˌroʊˈtɪsəri
harv,hɑrv
homer,ˈhoʊmər
microscope,ˈmaɪkrəˌskoʊp
complainer,kəmˈpleɪnər
reservist,rɪˈzərvɪst
territory,ˈtɛrɪˌtɔri
exothermic,ˌɛksoʊˈθərmɪk
lapped,læpt
nuncio,ˈnənsioʊ
gouge,gaʊʤ
federalist,ˈfɛdərəlɪst
severity,sɪˈvɛrɪti
ejaculation,iˌʤækjuˈleɪʃən
surname,ˈsərˌneɪm
dolph,doʊlf
unsentimental,ənˌsɛntɪˈmɛntəl
belabor,bɪˈleɪbər
exhort,ɪgˈzɔrt
fat,fæt
fend,fɛnd
intelligentsia,ˌɪnˌtɛləˈʤɛntsiə
rural,ˈrʊrəl
ado,əˈdu
undetectable,əndɪˈtɛktəbəl
vestibule,ˈvɛstɪˌbjul
maine,meɪn
decedent,dɛˈsidənt
gazette,gəˈzɛt
parade,pəreɪd
rainer,ˈreɪnər
relieving,rɪˈlivɪŋ
unwound,ənˈwaʊnd
inspiring,ˌɪnˈspaɪərɪŋ
limestone,ˈlaɪmˌstoʊn
pollyannish,ˌpɑliˈænɪʃ
basophilia,ˌbeɪsɔˈfɪˌliə
xi,ʃi
gate,geɪt
shona,ˈʃoʊnə
spring,spərɪŋ
murrey,ˈməri
badger,ˈbæʤər
category,ˈkætəˌgɔri
praiseworthy,ˈpreɪzˌwərði
jailer,ˈʤeɪlər
biannual,baɪˈænuəl
helical,ˈhɛlɪkəl
charon,ˈkɛrən
considerably,kənˈsɪdərəbli
interloper,ˈɪntərˌloʊpər
peptide,ˈpɛpˌtaɪd
shimmy,ˈʃɪmi
goa,goʊə
fainthearted,ˈfeɪnˈthɑrtɪd
compatriot,kəmˈpeɪtriət
cist,sɪst
abnormally,æbˈnɔrməli
poh,poʊ
vishnu,ˈvɪʃnu
ironsides,ˈaɪərnˌsaɪdz
untainted,ənˈteɪntɪd
principle,ˈprɪnsəpəl
antiviral,ˌæntiˈvaɪrəl
staid,steɪd
archivist,ˈɑrkəvɪst
daemon,ˈdimən
emcee,ˈɛmˈsi
luncheonette,ˌlənʧɪˈnɛt
jacket,ˈʤækɪt
reauthorize,riˈɔθərˌaɪz
vernon,ˈvərnən
thrombosis,θrɑmˈboʊsəs
levitation,ˌlɛvɪˈteɪʃən
offbeat,ˈɔfˈbit
saros,ˈsɑroʊs
consecration,ˌkɑnsəˈkreɪʃən
seminar,ˈsɛməˌnɑr
girlish,ˈgərlɪʃ
autobiography,ˌɔtəbaɪˈɑgrəfi
commercially,kəˈmərʃəli
compromise,ˈkɑmprəˌmaɪz
gantry,ˈgæntri
convenience,kənˈvinjəns
containment,kənˈteɪnmənt
lightship,ˈlaɪtˌʃɪp
southeastern,ˌsaʊˈθistərn
baa,ˌbiˌeɪˈeɪ
gunnery,ˈgənəri
strife,straɪf
angel,ˈeɪnʤəl
fibrillation,ˌfɪbrɪˈleɪʃən
smuggling,sˈməgəlɪŋ
secret,ˈsikrɪt
fretful,ˈfrɛtfəl
sabbath,ˈsæbəθ
affine,əˈfaɪn
czarist,ˈzɑrɪst
aforethought,əˈfɔrˌθɑt
striking,ˈstraɪkɪŋ
trader,ˈtreɪdər
healer,ˈhilər
realism,ˈriəlɪzm
chalet,ˈʃæˌleɪ
swath,swɑθ
patronize,ˈpætrəˌnaɪz
accomplished,əˈkɑmplɪʃt
witted,ˈwɪtɪd
campo,ˈkæmpoʊ
sten,stɛn
popcorn,ˈpɑpˌkɔrn
cometary,ˈkɑməˌtɛri
sak,sæk
legion,ˈliʤən
sarah,ˈsɛrə
mascara,mæˈskɛrə
navigator,ˈnævəˌgeɪtər
moo,mu
hater,ˈheɪtər
indoors,ˈɪnˌdɔrz
usefulness,ˈjusfəlnəs
silt,sɪlt
anaerobe,ˈænərˌoʊb
dismay,dɪsˈmeɪ
silent,ˈsaɪlənt
accessible,ækˈsɛsəbəl
apportionment,əˈpɔrʃənmənt
loon,lun
unbundle,ənˈbəndəl
thorough,θəroʊ
minus,ˈmaɪnəs
swimming,sˈwɪmɪŋ
impinge,ˌɪmˈpɪnʤ
toda,ˈtoʊdə
forefront,ˈfɔrˌfrənt
permissive,pərˈmɪsɪv
fiberglas,ˈfaɪbərˌglæs
examination,ɪgˌzæməˈneɪʃən
chad,ʧæd
bane,beɪn
immaculate,ˌɪˈmækjulɪt
robbing,ˈrɑbɪŋ
tenor,ˈtɛnər
breadwinner,ˈbrɛdˌwɪnər
romany,ˈrɑməni
unfolded,ənˈfoʊldəd
peculiarly,pɪˈkjuljərli
late,leɪt
skelly,ˈskɛli
chew,ʧu
haunt,hɔnt
virulence,ˈvɪrələns
wenzel,ˈwɛnzəl
admirer,ædˈmaɪrər
